stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
42.303726,0,1051,-83.697303,197,,,Plymouth Ann Arbor Road & Commonwealth Dr,S- Plymouth Rd west of Commonwealth,0,
42.299103,0,1045,-83.716617,191,,,PLYMOUTH RD & BISHOP AVE,S- Plymouth Rd. at Bishop Rd.,0,
42.288962,0,1044,-83.736281,190,,,Maiden Lane & Nielsen Ct,N- Maiden Lane west of Nielson Ct,0,
42.302385,0,1047,-83.710045,193,,,Plymouth Ann Arbor Road & Beal Ave,S- Plymouth Rd opposite EPA lab,0,
42.300339,0,1046,-83.714504,192,,,Plymouth Ann Arbor Road & Beal Ave,S- Plymouth Rd.West of Beal,0,
42.259634,0,1128,-83.649562,271,,,Huron River Dr & N Hewitt Road,S- Huron River Dr. east of Hewitt,0,
42.259479,0,1129,-83.645243,272,,,Huron River Dr & East Access,S- Huron River Dr east of Westview,0,
42.257434,0,1130,-83.638539,273,,,1415 Huron River Dr & Superior Road,S- Huron River Dr east of Superior,0,
42.291862,0,1074,-83.692266,217,,,GREEN RD & WINDEMERE DR,E- Green Rd. opp Vintage Valley R,0,
42.261633,0,1432,-83.740352,569,,,S State St & Henry St,E- S State St north of Hen,0,
42.26002,0,1358,-83.737297,497,,,S Industrial Hwy & Stimson St,S. Industrial s. of Stimson,0,
42.233027,0,1972,-83.644992,1107,,,Hewitt Road S & Fairway Trl,E- Hewitt Rd. south of Glory Ln,0,
42.230444,0,1969,-83.625567,1104,,,1st Ave & Monroe Ave,E- First Ave north of Monroe,0,
42.230669,0,1381,-83.679454,520,,,Ellsworth Road & Carpenter Road,S- Ellsworth Rd. east of Carpenter,0,
42.231786,0,1382,-83.677328,521,,,UNNAMED ST & E ELLSWORTH RD,E- Meijer service north of Ellsworth,0,
42.230098,0,1879,-83.583317,1014,,,SERVICE DR & SHARE AVE,W- Service Dr. at Share,0,
42.227047,0,1880,-83.582145,1015,,,FOLEY AVE & S HARRIS RD,S- Foley east of Harris,0,
42.227084,0,1881,-83.578475,1016,,,FOLEY AVE & S HARRIS RD,S- Foley at Gattegno,0,
42.227938,0,1882,-83.575972,1017,,,FOLEY AVE & HARRY ST,S- Foley at Harry St.,0,
42.253057,0,1389,-83.673829,528,,,Glencoe Hills Dr & Washtenaw Road,E- Glencoe Hills Dr no of Washtena,0,
42.256084,0,1390,-83.67516,529,,,Glencoe Hills Dr & Clark Road,E- Glencoe Hills south of Clark Rd,0,
42.231106,0,1877,-83.591192,1012,,,SERVICE DR & GEORGINA DR,S- Service Dr. east of Georgiana,0,
42.231144,0,1878,-83.587643,1013,,,SERVICE DR & GAULT DR,S- Service Dr. east of Gault,0,
42.245072,0,1309,-83.656855,449,,,Packard Road & Bergen Ave,N- Packard west of Dexter,0,
42.297535,0,2103,-83.761519,1237,,,Sunset Road & Pomona Road,N- Sunset btw Brooks and Pomona at,0,
42.281513,0,1557,-83.749131,693,,,W Huron & N Main St,N- W Huron between Main and Ashley,0,
42.245312,0,1303,-83.637847,443,,,W Cross Ave & Douglas St,N- Cross St. west of Douglas,0,
42.245331,0,1302,-83.635812,442,,,W Cross Ave & Owendale St,N- Cross St. east of Owendale,0,
42.245395,0,1301,-83.63207,441,,,W Cross Ave & N Wallace Blvd,N- Cross St. east of Wallace,0,
42.245551,0,1300,-83.628919,440,,,W CROSS ST & OAKWOOD ST,N- Cross St. east of Oakwood,0,
42.245131,0,1307,-83.652865,447,,,W PACKARD RD & BOSTON AVE,N- Packard east Boston,0,
42.245205,0,1306,-83.647927,446,,,Packard Road & N Hewitt Road,N- Packard west of Hewitt Rd.,0,
42.245289,0,1305,-83.643669,445,,,Packard Road & Kewanee Ave,N- Packard west of Kewanee,0,
42.245316,0,1304,-83.640957,444,,,W Cross Ave & Courtland St,N- Cross St. west of Courtland,0,
42.295019,0,2406,-83.692369,1545,,,Hubbard St & Green Road,S- Hubbard at Green,0,
42.258447,0,1768,-83.740371,903,,,S State St & Unknown,W- S State St opposite Hoffman,0,
42.246754,0,1772,-83.739439,907,,,S State St & Hidden Valley Club Dr,W- S State St south of Hidden V,0,
42.256919,0,1769,-83.739993,904,,,2058 S State St & Stimson St,W- S State opposite 2077,0,
42.253454,0,2,-83.739705,905,,,2285 S State St & State St Park & Ride Cir,W- S State St opposite 2285,0,
42.266302,0,2394,-83.666283,1511,,,4701 E Huron River Dr & Heartland Health Center,N- Huron River Dr at Heartland,0,
42.244755,0,1464,-83.708404,601,,,Packard Road & Woodmanor Ct,S- Packard east of Woodmanor Ct.,0,
42.241081,0,2343,-83.619442,1459,,,508 Congress Ave & Ballard St,N- Congress west of Ballard St,0,
42.253107,0,1504,-83.699413,641,,,Huron Pkwy & Platt Road,W- Huron Pkwy north of Platt (Great,0,
42.253549,0,1503,-83.698025,640,,,Huron Pkwy & Platt Road,W- Huron Pkwy at 2350 Huron Parkway,0,
42.249425,0,1506,-83.700279,643,,,Platt Road & Lookout Cir,W- Platt Rd. south of Lookout Ct.,0,
42.25096,0,1505,-83.700349,642,,,Platt Road & Canterbury St,W- Platt Rd south of Canterbury Rd.,0,
42.244991,0,1508,-83.705157,645,,,Packard Road & Chesterfield Dr,N- Packard west of Chesterfield,0,
42.245124,0,1507,-83.700858,644,,,Packard Road & Platt Road,N- Packard west of Platt Rd.,0,
42.245284,0,1298,-83.632881,438,,,W Cross Ave & N Wallace Blvd,S- Cross St. west of Wallace,0,
42.245453,0,1299,-83.628761,439,,,W Cross Ave & Oakwood St,S- Cross St. east of Oakwood,0,
42.245215,0,1296,-83.638576,436,,,W Cross Ave & Douglas St,S- Cross St. opp Douglas St.,0,
42.245247,0,1297,-83.636208,437,,,,S- Cross St. east of Owendale,0,
42.245137,0,1294,-83.643368,434,,,Packard Road & Kewanee Ave,S- Packard opp Kewanee St. (Estab,0,
42.245168,0,1295,-83.640757,435,,,W Cross Ave & Courtland St,S- Cross St. opp Courtland St.,0,
42.245023,0,1292,-83.650805,432,,,Packard Road & Edison Ave,S- Packard east of Edison,0,
42.245098,0,1293,-83.646782,433,,,Packard Road & N Hewitt Road,S- Packard east of Hewitt Rd,0,
42.244875,0,1290,-83.661319,430,,,PACKARD ST & GOLFSIDE DR,S- Packard west of Golfside Rd.,0,
42.244974,0,1291,-83.654162,431,,,Packard Road & N Clubview Dr,S- Packard east of Clubview,0,
42.264321,0,1691,-83.70706,826,,,Arlington Blvd & Hawthorn Road,W- Arlington south of Hawthorn,0,
42.249998,0,1198,-83.660574,339,,,WASHTENAW AVE & GOLFSIDE DR,S- Washtenaw Ave. east of Golfsid,0,
42.250944,0,1197,-83.665561,338,,,Washtenaw Road & Foster Road,S- Washtenaw Ave. btw Foster,0,
42.2538,0,1194,-83.679909,335,,,4040 Washtenaw Road & Carpenter Road,S- Washtenaw Ave. east of Carpenter,0,
42.25143,0,1196,-83.667998,337,,,Washtenaw & Deake St,S- Washtenaw Ave. west of Deake,0,
42.252739,0,1195,-83.674732,336,,,Washtenaw Road & Carlton St,S- Washtenaw Ave. btw Carlton and,0,
42.259064,0,1189,-83.709996,330,,,Washtenaw & E Stadium Blvd,S- Washtenaw Ave west of Manchester,0,
42.256312,0,1192,-83.694039,333,,,Washtenaw & Huron Pkwy,S- Washtenaw Ave east of Huron Pkw,0,
42.257557,0,1191,-83.699913,332,,,WASHTENAW AVE & PLATT RD,S- Washtenaw Ave. east of Platt Rd.,0,
42.280413,0,2728,-83.738739,1908,,,E WASHINGTON ST & S THAYER ST,N-Washington btw Fletche & Thayer,0,
42.302004,0,2726,-84.028675,1906,,,COLISEUM DR & MANCHESTER RD,Artic Coliseum Chelsea,0,
42.276348,0,1608,-83.766077,744,,,W Liberty St & Ridgemor Dr,S- W Liberty east of Ridgemoor,0,
42.234226,0,2724,-83.73179,1904,,,3941 Research Park Dr & S Research Park Dr,S.Research Park at C.I.L,0,
42.305124,0,2725,-83.692116,1905,,,PLYMOUTH RD & GREEN RD,S- Plymouth e of Green,0,
42.306103,0,2722,-83.688403,1902,,,Plymouth Rd Park & Ride,Plymouth Park & Ride,0,
42.230245,0,2723,-83.731944,1903,,,S Research Park Dr & W Ellsworth Road,E.side of Research Pk at Ellswort,0,
42.266495,0,1719,-83.70707,854,,,Arlington Blvd & Heather Way,E- Arlington north of Heatherway,0,
42.27516,0,1683,-83.721603,818,,,,S- Geddes Ave. west of Onondaga St.,0,
42.269956,0,1721,-83.708893,856,,,Arlington Blvd & Devonshire Road,E- Arlington at Devonshire,0,
42.27278,0,1722,-83.710655,857,,,Arlington Blvd & Geddes Ave,E- Arlington at Geddes,0,
42.260427,0,1715,-83.708168,850,,,OVERRIDGE DR & KENILWORTH DR,S- Overridge east of Kenilworth,0,
42.261899,0,1716,-83.70641,851,,,Overridge Dr & Arlington Blvd,S- Overridge at Arlington Blvd.,0,
42.262992,0,1717,-83.706699,852,,,ARLINGTON BLVD & BEDFORD RD,E- Arlington at Bedford,0,
42.274341,0,1684,-83.717355,819,,,,S- Geddes Ave. east of Hill St.,0,
42.226044,0,2835,-83.699756,2018,,,PLATT RD & E MICHIGAN AVE,W- Platt At Lillie Park,0,
42.27307,0,1723,-83.712823,858,,,Geddes Ave & Huntington Dr,N- Geddes Ave. east of Huntington,0,
42.2736,0,1724,-83.714759,859,,,Geddes Ave & Orchard Hills Dr,N- Geddes Ave east of Orchard Hills,0,
42.278456,0,1612,-83.755743,748,,,W Liberty St & 5th St,S- W Liberty east of Fifth St.,0,
42.230708,0,2353,-83.641631,1468,,,Ellsworth Road & W Michigan Ave,N- Ellsworth Rd. west of Ardis,0,
42.28916,0,1005,-83.739093,151,,,BROADWAY ST & WALL ST,S- Broadway St west of Wall St.,0,
42.245404,0,1285,-83.6785,425,,,Packard Road & Grant Dr,S- Packard west of Grant,0,
42.246595,0,2237,-83.755497,1528,,,,N- Oakbrook Dr W of Northbrook,0,
42.203094,0,2809,-83.60275,1991,,,TEXTILE RD & MEADOWVIEW ST,N- Textile west of Meadowview St,0,
42.203185,0,2808,-83.588925,1990,,,TEXTILE RD & WILLOWBRIDGE RD,N-Textile west of Big Pine,0,
42.208652,0,2811,-83.615618,1993,,,Library Cir,Ypsilanti District Library Drive,0,
42.210205,0,2812,-83.619173,1995,,,WHITTAKER RD & STONY CREEK RD,E- Whittaker north of Stony Creek,0,
42.202561,0,2810,-83.609847,1994,,,WHITTAKER RD & TEXTILE RD,E- Whittaker north of Textile,0,
42.224241,0,2814,-83.617678,1997,,,HURON ST & JAMES L HART PKWY,E-Huron north of James L Hart Pkwy,0,
42.215892,0,2813,-83.619082,1996,,,HURON ST & MORGAN RD,E-Huron north of Huron River,0,
42.238665,0,2816,-83.733004,1999,,,VICTORS WAY,Boardwalk & Victors Way,0,
42.276917,0,1679,-83.729972,814,,,Geddes Ave & Observatory St,S- Geddes Ave. east of Elm,0,
42.276617,0,1680,-83.728883,815,,,Geddes Ave & Walnut St,S- Geddes Ave. east of Walnut,0,
42.279982,0,1605,-83.78041,741,,,S Maple Road & N Maple Road,W- S Maple south of Jackson Rd.,0,
42.274331,0,1606,-83.775567,742,,,W Liberty St & W Stadium Blvd,S- W Liberty east of W.Stadium,0,
42.275121,0,1607,-83.771958,743,,,W Liberty St & Dartmoor Road,S- W Liberty west of Dartmore,0,
42.243864,0,1422,-83.736919,559,,,E Eisenhower Pkwy & Wolverine Towers Dr,S- Eisenhower west of Boarwalk,0,
42.277004,0,1610,-83.76287,746,,,W LIBERTY ST & CREST ST,S- W Liberty east of Crest,0,
42.278016,0,1611,-83.758054,747,,,W Liberty St & S 7th St,S-W Liberty east of Seventh St.,0,
42.2324,0,1417,-83.738884,555,,,State St & Research Park Dr,E- S State St. north of Research,0,
42.278838,0,1613,-83.754007,749,,,W Liberty St & 3rd St,S- W Liberty at Third St.,0,
42.240894,0,1419,-83.740193,557,,,,N- Briarwood Cir Dr. west of S. Sta,0,
42.234083,0,1418,-83.738938,556,,,S STATE RD,E- S State St. opp State Ci,0,
42.229702,0,1413,-83.726267,551,,,W Ellsworth Road & Varsity Dr,N- Ellsworth Rd west of Varsity Dr.,0,
42.229772,0,1412,-83.723452,550,,,W Ellsworth Road & Varsity Dr,N- Ellsworth Rd. btw Stone School,0,
42.243492,0,1140,-83.616001,282,,,N Adams St & Washtenaw Ave,E- Adams St. at Washtenaw Ave.,0,
42.2502,0,1784,-83.739338,919,,,S State St & State St Park & Ride Cir,E- S State St north of 2555 S,0,
42.285298,0,1095,-83.730945,238,,,East Medical Center Dr & West Medical Center Dr,W- East Medical Ctr Dr south West,0,
42.284393,0,1096,-83.727419,239,,,E MEDICAL CENTER DR,W- East Medical Ctr. Dr. at Taubman,0,
42.289121,0,1092,-83.736876,235,,,,S- Maiden Lane east Broadway (acros,0,
42.287847,0,1094,-83.733703,237,,,,S- Maiden Lane east of Island Dr,0,
42.26546,0,2065,-83.779585,1199,,,Pauline Blvd & S Maple Road,N- Pauline at South Maple,0,
42.232094,0,2064,-83.635919,1198,,,W Michigan Ave & Ellsworth Road,S- Michigan Ave. east of Ellsworth,0,
42.235162,0,1917,-83.58759,1052,,,Ecorse Road & Glenwood Ave,N- Ecorse Rd. west of Glenwood,0,
42.235263,0,1918,-83.590507,1053,,,ECORSE RD & S REDWOOD AVE,N- Ecorse Rd. east of Redwood,0,
42.236303,0,1919,-83.596638,1054,,,ECORSE RD & DAVIS ST,E- Ecorse Rd.at Davis,0,
42.266475,0,1690,-83.707148,825,,,Arlington Blvd & Heather Way,W- Arlington north of Heatherway,0,
42.243094,0,2062,-83.769831,1196,,,Waters Road & Oak Valley Dr,N- Waters Rd. w of Target drive,0,
42.298038,0,2556,-83.736578,1696,,,PONTIAC TRL & TAYLOR ST,E- Pontiac north of Taylor,0,
42.317273,0,2557,-83.727358,1697,,,1731 Dhu Varren Road & Carrot Way,N - Dhu Varren Foodgatherers,0,
42.275005,0,2555,-83.737744,1695,,,S University Ave & Tappan St,N - SU opposite Tappan,0,
42.294876,0,2554,-83.692601,1693,,,HUBBARD ST & GREEN RD,S- Hubbard at Green Rd,0,
42.298582,0,2615,-83.788145,1759,,,Miller Road & State Hwy 14,Miller Rd Park & Ride,0,
42.295526,0,2552,-83.707564,1691,,,Hayward St & Hubbard St,S - Haywood at Hubbard,0,
42.246176,0,2609,-83.628761,1753,,,Washtenaw Ave & Oakwood St,S- Washtnaw east of Oakwood,0,
42.295147,0,2608,-83.697647,1752,,,Hubbard St & Dean Road,S- Hubbard opposite Dean,0,
42.316453,0,2558,-83.72732,1698,,,DHU VARREN RD & CARROT WAY,S - Dhu Varren at Carrot Way,0,
42.291932,0,2559,-83.738943,1699,,,PONTIAC TRL & BOWEN ST,E- Pontiac Trail at Bowen,0,
42.308589,0,2144,-83.692722,1278,,,Green Road & Commonwealth Dr,E- Green Rd. at Midwest Credit Unio,0,
42.310212,0,2145,-83.692772,1279,,,Green Road & Unknown,E- Green Rd. at Post Office,0,
42.278456,0,998 (12),-83.747353,144,,,S 4th Ave & Blake Transit Dr,BTC - 4th Ave (12s),0,
42.278286,0,999 (4),-83.747328,145,,,S 4th Ave & Blake Transit Dr,BTC - 4th Ave (4-2),0,
42.246196,0,2039,-83.597534,1173,,,E Cross Ave & Osband St,N- Cross St. at Osband St,0,
42.279082,0,997(3),-83.74727,143,,,S 4th Ave & Blake Transit Dr,BTC - 4th Ave (3-9),0,
42.278414,0,994 (6),-83.746993,140,,,Blake Transit Dr & S 5th Ave,BTC Mall (6-16),0,
42.278403,0,995 (1),-83.747151,141,,,Blake Transit Dr & S 4th Ave,BTC Mall (1-210),0,
42.278383,0,1475,-83.698676,612,,,S HURON PKWY & E WASHINGTON ST,E- Huron Pkwy north of Geddes,0,
42.275605,0,2654,-83.743205,1797,,,Thompson St & E Jefferson St,W- Thompson south of E.Jefferson,0,
42.26043,0,1473,-83.69395,610,,,,E- Huron Pkwy opp Boulder Dr.,0,
42.272266,0,1474,-83.697935,611,,,Huron Pkwy & Huron River Dr,E- Huron Pkwy north of Huron River,0,
42.30624,0,1479,-83.707497,616,,,NIXON RD & AURORA ST,E- Nixon Rd. north of Aurora,0,
42.307942,0,1480,-83.707662,617,,,Nixon Road & Sandalwood Cir,E- Nixon Rd opp Sandlewood Circle,0,
42.279925,0,1002,-83.743902,148,,,S DIVISION ST & E WASHINGTON ST,E- Division south of Washington,0,
42.283234,0,1003,-83.743605,149,,,N DIVISION ST & CATHERINE ST,E- Division St n of Catherine St.,0,
42.234215,0,1371,-83.739153,510,,,S State St & State Cir,W- S State St south of State Ci,0,
42.287678,0,2719,-83.710717,1887,,,GLAZIER WAY & OLD DIXBORO RD,N- Glazier Way @ Arbor Crest,0,
42.287459,0,2717,-83.74277,1885,,,325 Depot St & N 5th Ave,Amtrak Station,0,
42.306538,0,2651,-83.710756,1794,,,S HURON PKWY & TRAVERWOOD DR,S- Huron Pkwy west of Nixon,0,
42.255603,0,2715,-83.688897,1883,,,Washtenaw & Pittsfield Blvd,N- Washtenaw east of Pittsfield,0,
42.29568,0,2714,-83.780916,1882,,,N Maple Road & Miller Ave,E - N Maple north of Miller,0,
42.277046,0,2713,-83.733499,1881,,,Washtenaw & Geddes Ave,W - Washtenaw South of Geddes,0,
42.305588,0,2712,-83.780037,1880,,,N Maple Road & Craig Road,Skyline High School,0,
42.277687,0,2151,-83.734824,1285,,,Geddes Ave & Church St,S- Geddes at CCTC,0,
42.27499,0,2153,-83.740107,1287,,,S University Ave & S State St,N- South University east of State,0,
42.229363,0,1373,-83.73813,512,,,W Ellsworth Road & S State St,S- Ellsworth Rd. east of State St.,0,
42.309764,0,2147,-83.707604,1281,,,Nixon Road & Bluett Dr,W- Nixon Rd. south of Bluett Rd.,0,
42.312168,0,2146,-83.692794,1280,,,Green Road & Burbank Dr,E- Green Rd. south of Burbank Dr.,0,
42.235726,0,1813,-83.629237,948,,,W Michigan Ave & S Wallace Blvd,N- Michigan Ave. east of Wallace,0,
42.233237,0,1814,-83.634054,949,,,W MICHIGAN AVE & WILSON ST,N- Michigan Ave. west of Wilson,0,
42.2337,0,1811,-83.625681,946,,,481 First Ave & Frederick Ave,E- First Ave op Frederick,0,
42.237269,0,1812,-83.626275,947,,,W Michigan Ave & 1st Ave,N- Michigan Ave. west of First,0,
42.281328,0,2422,-83.701624,1566,,,UNNAMED ST,N- Huron High Entr Dr,0,
42.250525,0,2356,-83.756651,1470,,,Oakbrook Dr & Ann Arbor Saline Road,S- Oakbrook Dr. east of Ann Arbor,0,
42.317523,0,2438,-83.695558,1578,,,GREEN RD & KILBURN PARK CIR,S- Green op Kilburn Park,0,
42.268302,0,1553,-83.760573,689,,,Pauline Blvd & Van Dusen Dr,S- Pauline east of VanDusen,0,
42.268143,0,1552,-83.76399,688,,,PAULINE BLVD & MEADOWBROOK ST,S- Pauline east of Meadowbrook,0,
42.239766,0,2360,-83.617084,1474,,,Ferris St & S Hamilton St,S- Ferris St. btw Hamilton and Ada,0,
42.269893,0,1549,-83.773464,685,,,W Stadium Blvd & Federal Blvd,W- W Stadium Blvd south of Feder,0,
42.272103,0,1548,-83.775424,684,,,W Stadium Blvd & Federal Blvd,W- W Stadium Blvd north of Federal,0,
42.268143,0,1551,-83.766739,687,,,Pauline Blvd & Kay Pkwy,S- Pauline east of Kay Parkway,0,
